ID Imagem,ID Folha,Perímetro,Primeira Diferença
Teste04,19,3560,7000000000000000000000071000007100000710710071710710717170170001717017017016117001700170017001717001701701700170000177100017711611771007116117710070171701717010717171717017170170171717171717171717001700177117017000071170072627000726010710071000000072700017017001700000000016100000177100000000000000000000016101700000170000000000000701000710710710000717100710000710000007171000710071000000710000710007261000007100071071000000710000071000000000710007100000717107117717171000070171710701710717107107100007107100710000710007100071710710717100007107107100071717107170171071007116010000071007107107171000001701717017001701701700170107761071061000000161071107000000007100717170100711771170711061170001717017170107000017170107171717170161170170001700010771171701717000170711700170000171071701061107017170107017001701701701700000071071717170171701711016117170170000000000000007261000000701071710071061260171701701061170106117017001611700016125117710161007107117000000000710001611611610710000000007116116107171710717170171701717000170171710010710701700017000717170171701717170171701717017171701701717000171700017000161170000000000000000000017000071177171000000000717100710710710717100717171071701070171701701700001700000001610007116117007100710717107171717171717171701717170170170170000000177270000000000000007261170000017171717171016100171000001716111601717171701717017107171717017116017171071717170171710717170100701717170171717107170171717010070171161701007017116100710717116017116107100717000170000710717060100071717070017170171710717171071717017171071717107171701717017171701717017170171717010071717171717170171710717107171710717171070171717171071717017107107107107171000000100710017017017171717107100000017100071700170000000071000710710717171007107171071717017170170001717000000000001
Teste04,20,3122,6000001271701016000101701610707100011771017710017707027017000170727710007107170050271070000000161170171710710711601717170100717711601111777001717001717111071600717170107107010001107261672610710071007170171701726021071067107170170000000216710071700000010127725000717170171711070006101717017170161711727117707170171770100020171762617017171701701727012500007026171701717017170170026110601717000711771171720160161717170171701717010071701611771170007117011100607017000161007100000000711771170217152707161016100710007117711717025107171700171110006160170171000071001610071000710071007100710007011771717107100000710000710071710071701711617116171717010071711601701717000001700177270017000017161170000711000170171710071710710071710717107171007170100717017107171717017170171701717170171710611701601707171771177061171701701701701701717017171717171717107171710710710710071071007171001251100000000000710071071717107161171700177011601106017171071717170170017170017162701701700170171710717171761711107000017016106702010170170170007100001700171715070200171001700000726100000071000770611100117000017000161000007100160177771271010000000017001777702117710000000727760110017171072610000007107171701700000100072610007161160000101000727077117171070017007107117261000007100070170000160720717116117171726107171677120000107170171071717001610007061207110701700161717017100171701701700710701070010171700717171700011701717007107010701001701707100007171701701611772000000071700006111007171700011700700170170171017007171700071100000070117511176100207100007100710707270611171717017107100710700
Teste04,21,4102,10000000170072611701611717171717000017727071007100072772771000170000017000162701710717106010726171070171701771171717107171700170000000007171700170017017007100710007100710016171000710710611071070261717107010071071007107107100710710710070010710007171071071007107100710701071070100717100701070171071070171701070171710701070107001717010717010717017171717107010700107100071701071000701717010700261710710702600107010710717107100071000710177100017717270710710000000007270000000017000000170000107171001707100710001610000017000017170170000107017000260001717170107017170107010701070171717107026026002602601710710710717107107107171071072601007261007107116100726100701070016171701601071070001771700006000011710717107010710710070261071710710710717107107107171071070107107171070260107107010717171717171070107171701070171717170017171701717017170017170170170170017171071071071710701070171007100007117000000000000170000170017001061171071152627171077270116170017010772717017171701070017017170107107010717171701701070107107170171717001007017017017107000107171701717017170106270171701700170170017017017001700170162717017001717001701717170170170170170170170170170170170162717000171701700171700170001717001717000000170000000071071007261000071007277100071071710700007107000000717171717100710000072007101710007260160000072610017017017100717001610717171710710007171071771001000000071000007100007117017171071710000710000717000007170171071001700000071071716117010071717100000000000717107107161107100017170000000007100071700251000171007017170000000071710717000107001071101017017017170177100717000071071000001700071170710000000717000717017001701610000170000711626100161007277100007100710000710710001711170017000171071701700000000717161717001701711017000017000001700000000017000000000000000701700161700170171717171071071161100000717171717007170000177261071717171710000000161161000170017016271700170000007107017177100010177270001027007010006171000717000010700170017000101700071701610100107100710007170170070000007100000007270000001700072611700000710717170107010710072617101770100007
Teste04,22,4360,10000000000060001100016171016761020001151270170720700170006100700011000000006110071000601251100160620116270000170061701026270071007160601112601000710007717011000000061010070107067111711727070717126261170671110071726260600100010026100177701260106101710171062700606162010070270001170600101100000060001107177071010100061107107707010010171601170001767721177101010726077101017171717707101017000177107007112610071060001170071717060126106121716117707261101717071701700601270007217071000100170600070170170242100610700711100011770711172670100071700601107021716702170000600027100000007000000707170717170107270171010702177071010710707001721067111771701070060102106727117770207107100707700177270001010771700010010726071071621700020772007700117101671001770000160001610727000710117170177000101000061117070010170000000017770071007100100161106100117017016011707711707100100611000101717100000700070117717171707101007107702701700710700700007100161701716101717717100107171721777000161000001071717172016007017000177111411200707001111717601077170001610711711717101601071000100771017101777070071001720600017172106100061171620170161010710006177117110000071617000701700071011017070000610071160100271717007000271627177200700017001107161177011070007710701707107107117017710717171170217707007100017000177117171717171720177001171007161160070710710071071071071170107071710001771717177101710170000711707100717010700100717017017010700001700171771000001007107017170107101762700000100161017710071172007770017007261071000100171600017000017017727000107017016100162701700170017017000161177117711700000017017100700017016100000710001771016171727710171701077107100061010017017170171701070117710016111760007107171001167100071717101177700100717011700717206100007100000726270717107100721770717172761170200616100116207700152171071761171010711007717171702700077107100277070170720176217071071071170700727071610017711717171701717116251107107261127017170170171071701701061177117106116207001701070010620700016171700242700160000071007017107107171701070177100017106270107001602062007117701172071007100000100727000071701710710052152071000171077107071110700160170001070177270727070100117016016117072061000161017007270000001700000601
Teste04,23,3678,700000000000017000170017007707017201170161017070207010071701777000121510171070171701701070076210727071000071717170107000071700700007170107010701710071001771017170000710000161007017001110777010007171000711010177070000710000000002620001777170170170017007100710071170021061106061177107107171062070012077017710717170107102017106701771000071071110610707171000710710717162000207170610007100707271701110071771700071007100071001017007170017071000710071007100062017117700710070017010701710011070071771007100710007100711700071062006271070170171711011060700710701070170001717010700107000107017102070000707017106206270017010620700100161015270000000007101101701770707100000017170106271717162701700106270106270017016270106270001717000000017017017017017170170162701700001701700072620701620627000162627000170016261001707260100007261071007261071007261071000701710001071000710017000016117000017071170000016100000000071170710000710071007100071007100000071710716101671000701717077010071071071071071007100710000007100000000000000000017017000170000171721611701007171717017001700710170701711601000700720701077100106117000000000000071000000000000007100007100000000000001700000000600721001771007100007160601110010000071000071701710710000072700507110100001007107107017170107170170077710110017100710000710071717017001166217715017721110411011710710710000071077771201071717171717107760010207100071170107171717001610007107017106217170010701707171707026200017107161701000161071717170001701001717107017017071071070171761020707271717100000107710016601010170101610007101707100701070017016161277200007171071700000727001710007107100701700170072700711071007106100016261071107100071717000177270071171007107017017017017000000000007027702717010701627000710777210171700000007101717170071000160117017107017016107261672117010701717072071401111670010100171701700170170000007100607211
Teste05,01,5224,70000001701700017001700170170161170170170170071170170001701771017017000177101700170017710000170711700007117001700170710170000710170000727000017072700000017071170000170711700001771170170170001771171700001700710017007117017001700177117000001771170017000162700017170010717171070107107017010701070001007010717010071071711610007100161071010701611000007100701000701000710070100000710000071000001771000007100001771000000711700007100017007101700000000000017071017000017710017000016117001700177101700170001611700170017017710170170017017711701701700170162062701717017171701717170170072700000701070177000170016017100000717170070006170127000001700000001700017017001700017000170017000170001701700000017017000170000017000170000001700017000000170001700000001700000000170000000017000000000000170000000000000727000000000000000000000000000000710000000000000000000017001700017000017000000000017001717170171007107107171000000071001771170016100100701707101070177101701717000170010601017000010700171700000017161107171717001717017017001701716110701071700010701771010070170161017017017711717170177117171771171061010610001700170071170007117017000000000001700000000000170000001717170000170000017000017000017711700170007110601017170001611701771001601017171601107000710071161071710701700017170017107017170170107017170001700001700710071717170071701700000000017017017170171710107107100170171717000707171701710710001700171071717016170017000000170000171700017001700071710000171071701701710701717170100001717010701701000710710717100717007170170000071170010000007170017017000071000000017001700000107100717170017000011607100000171710017710710717171717017000007277100007101621600000000000710071007107107017171611700017000107110107100000000000000000071710070007171701700017100177171710717010717171700000071717161161177117070100710176207010717010070107017107001717017170170107000170170110711000000071171717170000717171071700007170017000001010007100000717110610717107100000717170107117700000000000071700017001701717001071701000717271071700017000000000717106010711770107016101700000162701071071000717010016101771001771001610071070017071170007171007117116171016171110160001700106010717100070161007110700071016100010000071071710771071711001700170017010700000000071071617170107017010701007100710071071710000701717001700000000016101700170170171701016072701717017171071007107107116011601170171701701771000717171701701701701071160017100007100007100710017010070170106107017000170000000000000710000000001700017000071000007100006110000710717010610710170161007017017000106215270171006270171700170720611700170072701061001700711070170017017017727001717001701700162
Teste05,02,4240,70000000000000017016270017170771617171102700114110171601001710710701717707000121051001717017107017001071617620261162610726107171717171700000717177000007171717170171717171000710170000107000710071000170710701700012070006017100071071000711100177007007100071001707100100011701706171701701700170007100071007101701117017761017071071710710627170012070700161007017170100711110717771700000710007101170071716017100071007107107000171100171077071000710070711062711100710771700071000710071007101001700710700017710071000710071007100772171711707710071006271620717010710110700007000710071000710071007101700071006271062071070016207171101172507161007170107017170162717017170171701620716207101107000070070010062716206271620700107001001762177017000000007100010271701777177100000001701717170010621601627001062717016271701627170162700106110626271700177117016271701701700171701717000170017000170017016261720062772070177262700000017016110626261001626251100726172626260107261007260262610717100710701161100710007100017000017711700001700711700000170710001700710000000071000710071000710071000710071000007171071700016710007170107000601071071007107107107107100071007100000007100000000000000001700170000017001700017111601170100717171710611700170000000007017116171007170711070011761000001700000170711700710000000000000071000007100000071000000000001700000017000060000110000000710007100716076202711071000000710000717001071007100000017006771710271016101007100710701717017107170170017777171101001710007100071000717171701700011741217007770001215100117171071071000000710777710210071701071701710717760170120701177100017171717171700170000710710701717010171701717171771717170701001711717171007627010017071071710717000017010001717107170170000071710700107771117170720701071000001070711611660171101717011700071000000007107010700107000060111700100071071071700001610000010710071071007107017001626261170710107100710700000000161071017107100071701700001611707101710071071717001701701700000001626107011761101717010701700162771070772101701700000000710017171716107100016027170010717017000007100060721171717170171771107140110277700162117017017170017017001700007171176000111
Teste05,03,3488,7000000000000177100017727710000071000071007100717100710717107171701071710717171701700170001700001700000000000071007171717171717171717170001701071071000001700107170117720710007116101700000000000170000170017000001716117000001700000170016117000000017000000000107000170001701701700107017017001717017010700717107000150200061717000007106107116100017170001700000170017000017000000161161170000000000000000170170000000001701700017000170017001700000001700170001700017017170017107171000170100000000000171701710710000017007100710071717107017171717001701701700171701700000000071000717171710701717171717171717017170017001700170017000001700000000000000710071000071007100071710000710710710071007100007100071000710071007107107171710717107171717010717171716116100016101700017000000000000000001700000071006207100701701070017107162771162701700170170107107116107171070171061100701717001701717171717171717171710710701717170170000162772700017001772701611700170017162627000170000171700170017001700017017016270177270170001701701700017017170017000017017000000170000001700161000000007277270727000017000017000017001700000170001700000000000170017161000001700000727000711611700001700001700017000001700711717100000000071000071000160617000070171710007017100717100717010717001700017017100071710071717261000710007101707107100710000000000000710710071007107100710007100007100007107100701071000710717100001610007100007100000000071000710007100071071710717010611700711771001107107100071701717017170017017017000000727000000000000071071000007100007107100007171007171000717107171717171717171071710717010717261701071701702617010070107171700170001700000000071071000171000000007100071071071700000000000000000161000161000000071000071070100717017171717017171071701717017170001701700170000001
Teste05,04,3164,1000000000000170017707700111000000016011701070170077117117170017017017161672100007100717170170000071706116107170170010700107100000001610710710007170170012077717107171710711101600707107100007101001017707001700017710717107171170217160701601710701701700127070071717170171021717601610710717101177177010710717107170001011717707171007710170111071771771071710710710011707177117071071710710717106201711671071062700106271002700006107107171071071710177171062717017170001701101160771717170170016271701700170001701710206100610627170162620627001062711601160000000710001117000617717262700170162062152627016270017016262062627001701610170000000001701700017001700017000001700000007206262701626261016262620610072707171007100717107100717100071717170100107171071000000000000007117710000710000710711771710710710710710717107107100701070000771007017007701710717107170107107107171000710710000710000000000000000001727100171070170016101771000701711520710610177207007270000000000071000071000007100710007100007100000177270077001100071071007160601271100710071007001710710071170677012717101710717170170171700017760101171171071007107171700000275200760001215020171710710710077601111070171701717050011017107100170171700161007171701716217016117170717177010010017171600011707171717170727010000171701707171717017167127000017171071017007176011016200071071000710701700170006110010071701717000007262717107171710700017071000072071071700000007171171710717017000000071010717171700017001601007261007026011701701700000717701270162610071017017071072771016271717000071006011170170170727175210762711001700170000170000061115001116
Teste05,05,3082,70000001000710007177107000100010717107171071717170150207010000010717717701700000001071700007017171717107107107117171007177100717107171717010000001700061161071001700000101017100771716170171007107100726171000017170000700001717270010000171071077000000710717171007100071700170170117100170716170000001700000100017107000101700170171717107107000771700710170000000172717170070000001700007171071027000170070000070101610000000170027017107171710000017007070710000000000071010171071707000717100710701071100017107000707107171717017171700170170017000000170011710170007007162700017000170000000177100000071000117710770170171717171717100710000100007177170261007107171000710071071000071071071071071071071071710071710710710717107010717107170170170170001717000010717107100010710000007101771161071000000000071000710071007100000071000000710000071000071017161071077171700701707107000071000710007100710071007107107100071000071161007107100071000000000000000000016101700171170170107100170000170007107100717107107107171717107171717017171710717107171071007100000177007101717171701717017171717000707010010000010700100710000077170271717171717171600100000000000017000700707100017010117000017000000710000000000071071000071070070161710010010717171710000007007000000717101000000017000071007177170177100010107007111717171007100007171707017710011701710700001771000001717016170000071717000171700171007100700027100000000017170700071007020017170001700001707170007171727001717170107017007007171710000000100001710017001707007017101007107171710710000007000707100017011710071071000000
Teste05,06,3900,700000000000000117117000000170000007100000000007100007107100710071070177017007107100100171710717171007100071700700000007171071100071000017000071161071070000700000710001720070007101010717107107100007100701707170071000101611701070000016100071000170170170717017071701717000001070001717107100717000027100071000000017170007000717107027117017017000000000171617170000710717010171701717001717171700070071717010071000000010000017100000170017070070001710100710717171710701007100007170007007107101070100171161710710071000007000000010717100710717170007000001000010717017171071717171071601000007001000001701717071061700177100017001071700000701710717017171070171000711701007171717710717171070107170171071710170170070016100710000000000011710107100771717717171717107171071000007171710017017170000717071170010710000107101717010071707170071710717171071007171071007017001700171017100017071770177100017000000000100000171717000171170017170001070171007171700700701610000000000000161171017107000077100000000000007107107101000170177107000071071711770100170000000001017010717171717100000000170700707107107100007100000711710100717170701707171071710717171717117117017010700071771717017171717017170170170017017000016116117000010017117000007000716270000001700000162700000000000007100007100001177107007000171717171701717171007100000010000071771717107107107107171007100710717100072610710710717107171071071717107171071071710717107107171710701710701717170170170001700017017000001717171071071017171000000071000007100710000071711610071007100007100710007100071711771710071000071000710007100000710017071071070070017000700000071700000071007100071007107107010710071007171007100071710071000701161071007100007100000710000000000007117000710017001710170170171710000000017000000710717100717171071710710717017171710701717170171717170107171717171007171071000000000070717101710700170170171701717017170016016017107110000017017170171710000071716170020701717017170107170771100000071000000000170000070
Teste05,07,4182,100000000000000000000000000000000000000170000000000000017001710017107107100000017000000017000000000071000007100071000007100007107100710007107100710717100710071000071071000000710000000000000000161770011071007171071071710710071710070070007171000100171710710071071000000000007717010100710710710710071770001017000000000107007016170000001701100170017017001617117001610071000710071710717000007016171000101717171717171071007160100007000070107110000000000000017000000007117710077170017007100017001100007710027171717171000710071700000007071017116271701700017000000000000000001701701700071717717001717000001701700017017107107170000011000000071170000000170170000716171717011000017017000001700000001700000717071070171017107107107010071007161700071071000007100001700001001710000000001700170007070001701010000000071007100071000000000000071771707100000017001010071000000710000000000000700017100007100000000717177000017001017107100710071007100071000710700717010000171071077170717170000170116100707171717170171717170017100071171000007100716107001710701070010701717101071700611772707100000170000000010171171007000071771701717171710710071160010000107107017717000000017170116110007117001710717017717007171717171710717107107170001701700017110000000017071770000000017000000017000001001717100717017271700017001701701710717017170717717000000000000001700000000171171000070700000000000170000000000007100000100171077171700000000710000000000000000170000001001071000710071000000000001700000060161000000727711707100170007270101000000717700001771000710000710071007117117171071007717000071071071000717100717171717107170017000170171001001700070017070017001717170170017000170000071000001000000077001700170171701701717017116100001000000000077017171071071717107171007171071000071717107017171071717107010717171717171710717171717170171701717171700170017000170001700001700170000171717171071171071000000170000711700000007277100000000000000000000071170000710000000007100177100000000000710170007100000000000000000000000001700000710070700171700071700717017000000000000710000000000007100071000000007100000000071000000007100000000000007
Teste05,08,5158,70000000001000000000000000001717170170170717000700710071717100710071007100710010001717170071771710717100710071071071717017171701017100016117070170071071717017010071701710071007100071071100001627170170170017017107107100000710707177171717170171710710701071071717100100171717170161061007107017170170171701700170170171171161017001700170700071701700017001717017000017000000170000000001707100000726100000000017117100000007107071007000007100000000000000000710000007100000710071071071071710072007171717070071000017017000001700017010071710071000100710717017700001710717171700171717170107171717171717107100701717017170170171717001717170171701717017171700171717017170170017001700170017017000000071000000000710000000710000170170171717100000171717171007107170100710717171710701710717171071070171071701071071717171701710717010710701710710700100700107100700107107010717171710710717010017070171701701771700001610700170071070170071071071717171717171070171070171701717017017107170171717171717171717171701717171710717017107017171717171071717107107171710710710710710710717100710710710710000017100000170001701701071000710071007100710717017170171717017170010700107017017017000171700171700017001700170001701700017171700170170017107017017171717171071007100700070002701701700000170000017001700017000170170710700701700171711710000017000170000171701710717100701617000027001700017001700170170017716010171072610710727710007117726100700700000717100007117711017262626100000000726100717107100000710710701007171717107170107001707001700717171717101000017017170017170107107171707107000071007017001071171071717171000000717171070107171701771700007107010710071020717000070172001701717170171071071717107000071700007107100001161001700000071000717107170107100000000000717016100070170000007100000000000000171071717000071002701717107171071071000000007171707170171700101710170000710071007100071001601700170717171701701711700017000170000017161171700716100700170001717170107100710071107100017170100071000000071700700071001711710717017170170017017017107017171071070000007071701071701017000101717171701717010717010710710707100710017170171701710717017001771077100710017100001701717000170171701700170171701700007107000010007100001700170710707000001770100000007271070016001071701701700171610170170017001000701170017107017001707010077101710610171716101061017170100001700071771016010717017100710071007100027010017107177106270070170017001070170170100710070001710000000017000000717177010007100170100711701717100017001070017700016107017170170171701070170107017107710000177100000101717100000070000700710710710007100710710071026100000171
Teste05,09,4086,700000000000007007017001700102627000017000727016116277270162610007270007017017717170017170107010701000711000007010701700071772627000071717170107100000000000000727017000017001700017000701070170711700117072700012700701710707100070170000170170000170010025010071700000011071007172610700170070000071000710000000000017000071001700710071071701717010710071007101601071000000710017000726270000017010701701700000000710071071000000071017000001700000001717107171700000710717010700000170171071717000017007100007107016117162151161007107100071071177107172602601710710701710702600100710717261702602770100710710700026172617026026172601726107170107107017260026170107026017107000260026000107171070026000026001717017107000260107017171700260261710701710726001717017171710717026010700107170260100700277026116100000000007172772617100160117071177116262700000001701611070171001611521610711700710000000170017017000001070000171700010700107001070026001717170010702601071710701071701071710710717171726010070107100701007100710710007100007100701070071071707026010700007170016077110171717107171710717100717171007171710710717171071071701071710717171710701071717171717107017171701071717017170171717001701717001717170001717001700170170170107107171071717170171071071000000000000000000017000000170017170001071717720717177271717017017010611700010701717170017017010717170107017170171717017171071701717017001071717001717010772071701701717001070010700017017001700170001701700170017000170170001701701700170170171700170170170170017001701701701700010771171700170017170001771107177207000001611700000007107100710710000071000710007171071717007107170000007017171710710071000001000001000071716000071000000017017171007015036172600107171007171710077107110072707100710000726100000171717171710711610071007162771070170170270170000071710717710107107170107277277261007171726000100710171772772610000071071701610001702770017017710000717107017170017001071117117017017017000710700161007107100001700726100000072610070071071700017000000000017710000007116261000007107100007107100071710001712700017000171710
Teste05,10,4330,70000000000000000000000001610017000000001700001610161000000170007100000001610000711610016171071007107100007107262610000001610000000072627000000000071170007100007100072700000072771000000000071007100007010007100000000161072700000000000000710071000000107107107107017171071717171710006016000007107001701717170000100701717017001700177100710711700170171701701070171717010007010007010000701717107171007100071710007017171710717017107170107107010717107107107017171700171717171717010007100717107171007171007172707017107171717107107170171701701610017710710710710710100170171071717017000170000170000000170000017701000710177100070277010071710710710717010071710717171717017107114111711601700171771170017711070170170017170711717171716117001771170017170170170161017170710000071007107107107171062071710711701000071007171717171701716100710710710710710710710710710710710710710710700107107170171700106271700170017001700000171700170017000017000727000016117007100000000071000071000000071007100007100710710717100717107010701717171070170001070017000170107000017000000007100071007100007107107100710717171071700171700170017017001700170000000170000171701717100710000001700171007207001071701177010007107107107107101771007107100161007107117071071071007117710071000007107107100710710177107107107100000071017710710170710016100177117000000710170000001771077207170000007100061717000000071717700107107107100000071017710710710000007107101771071007107107107107107107107107107107101700071007107100710710177100000071000007100000710710007100007100710016100000000000711717001071000001717171710071007100000170010701071001707171717171717001701700000170000000007117007101771017710710710710717017171070170017001700170170017000170170017000000162700000000001771017710000000710007100007100717171717100701710717171070171071717171701071717171007170100701071717107171717017170017170170001070001700170170001771071710710710007100007107107107171071007100710000710717171717161171717170001700170000170016270007100072700000000162700170171717171717001717001700177117170017000001700001627001700170170170001701717017170017017000000161710161000000007270720602610016101610000001700000710000000000000162707117000000000000000162
Teste05,11,3208,10000000007107100000710701611110600717100717100711100006000071007100000710171277270600000001771161007100710710000126116772610070107170170201511610070171717101270167000710071007101177000717107107107107001720171761071071006011701110710601771071071007107100010267727711771071071007107107107027011607100717017017010072010617071007107107100710710161071070106110717001717201167071071717017001701701717711070107217161707171701700017017017171151276117007171711101706161071000170170171700017017001611701771171611061001707101700017017017017000000170071001611700161007117711700071007162071717170010717170107017170000100107107100711771000000007100000727710000007100007100710000710071071007107100710710071071000717107710610710701770710717107100717107107107107100007100710000710007100000000000007277100000010100000170017000000000007100000701071710716101611005200161161000710717107107107171717171007100711771007610110071717017167711100107171717000017017171000767172010710171717000017000170000000060710117270171717171700000016101061077702710117001701071717761012717000170000177601117107100000001700000000007107107010601270170000000007171671117026270170701071000717107016117010001700000170710071717010671117001611007100000000072571720170261007100007100717171701771501210611007171071700071000107100717100701700710070110710071771000700117107100717000007171171007171700170170710071701700117171700177170071100161071710171707017116011701717016171717612170171717711761177161200170170017000717017612071007100000017007061700111002411171600117107170176172710171701717017161602710701070017000000000071061503610071701717170107100726
Teste05,12,4162,70000000000000001171710000007177000710071000000071000007110000171700016127000000000000000017017000170007161700710007100007100000071000017110710771771007100007100000710071710710710100161177000000007107010007171000071000000710001000107171717171710000710000000770000710710710710071000710071000117107107161707100071717171071717171710010001701716160107107017017171070017001700170000007100000001001711771070007107710000000000071000710071071717017107127710710600000000000170000000170000107010710010000071707000017170170017017017017017017017171717017001700170017001700171700017000171700170017001700170000017000170001700000000007117007100000000000000000001700171701017107100710000710710000710710710071007107100071071071007100710717100710710071071000717107100710071007107100710710007107100177171071716170000000717161070017710000071710071071007107171071070107107107100701007100710710717107100710710070100710710007107100071007100007100071000710000710007100000017101701701710710000000710000007100710717107171071710701071710717017171717171717017017170171071717171710717171007100710000071077000117171700170170017171701701610707170171000100017170170171071007100717700720017170171701717177007271071071071000071070007007171000001100071000000717010710071717010701701717017017000701770171701010000170017000170171717000000700717016110711710007100007261000710071007171770000000071071000011717071711001700170017171717170000000716171071027710170000000007116171007100071000017000710700701700000000000710170071170001717170007100011710071071000007100017007107070001700011000000000000007100000071170717016170170000100017017170017170170707107171717107107100000711710017100710000000000070700000000117100717107171701710071071071007177000071007011700001171710071070100710710000771710010717107100717171771771000000100017170171071701071717171707170000171000017016170070177107100002601707170000170017000001700000171071017107171717701700017000017177270001700100170070711610710710007100000710001171001717000070070000170017000170107010700001000170170717000710000000017100171007117000170017717070171700001701701700170171
Teste05,13,2602,10000000000017007717071170010270001700000071170071000071000710716170000711001071710710007170700000710010071170000000710617001610010107710110710710007100717070000010017170170000710170171771700070170170170170100007000271000000017170700071711001701700001700717071717117171700107170070710710000000270010001700177717017200071071710710000700077107110711710071007101770000171071007170007001000107010717107107161007172700171771617000000010717071071717171710710000010007000070107107010710727001601610000000017110107106017071717107100072601000171700007000017261100001710071600007107107100710710717017017200017070700000170000010017107001001701701710710717070700000001700001010070700000000000071001170000070007100071170000017270107107100000017707710071000000000271007007007107107171710100171717070717010717170171700171700000016271100000007071700001700000170000000000071001000707170171717170172771001711707007171007100710710071007100007100717107107107107171007171071071071717107171701700170170170001710071000010000000000071000000710000000710071000071177100710161000071000000177107177010771601007170000071000710071071007100071000710071000710000071000000000000000017000010000171710000017000000710071007171071717171071717170107171710710710000000007071017171717017170171701607107110017017171071017717701017171070171770
Teste05,14,4068,100000001626100017071000007260117010017000017017170171070171717171700107017017170170171700170001070001700001700001700001700001700010610000070010500117177100717006100000000017000000000001700001717000170017017170017171701710717017171070107170100116110710000710071007010701070170010707100177101707161117701161700001160001717000170001700000017000170001771000170000000170001701717017017006017110170000000000177106061712001000000170000000071710000007117000107067071021611771100000000000717100710726107171710777711720001000000000000000007100717107172761171615170102105101107100000071170000000760712010000710071710710000661710217710017170107100071071710717001700071000710171007010071071771007070271001710071000600101717170000071071701062107107107100710717171700710071006002007001062170017017100700171606101010710170170017001717000000701007170060120701017000161000700170001620000001700000007171717000170000010170177116017000170000001000001707107170170017000171170000071070107107017017000170710016011007100717170170000707127171070001626270107100626261017072007100071717017072700600120071007107162000501101760106211717107171070171071701610720670012717001700017001717171717107070771071102701014126201671001000000710707070012024271071710007107011610777012772062610170726107100710717170000700717000161711617100071000170010700171007170017711701070170701070111007707101700000017001100277700701700017017170017100117010706107171071071717170000170000010701127701060701070000007116171070111077107017071007100001111602677107001700001610110700007152017000017000000701000110000601700000105277201520011260007000717000001700000001727107007107010700017000017000000170620100001707000017062071000620017011267000177000001700000170000170107000016010071000710701000020100600700000710071071717107100701007171006201702007000071770100710710620710062007100010611052070170001627000111071717707000000171717107107106210617017107010152062015206200717170107100626200717001701710717171007010710070171717017171710701626207106200621616117001710620620070162627001610000000162626
Teste05,15,3186,100000000000600011000710071071606011101071007107170017107100711615710101711071717170170017001700777011010010071710710701700000242161760000121672017171710710717671111070170017170501011710710001717000000710701701700101700017007001770101710171077072000071701701772700100017170000071717001700612700727017107101771007616211700100710710071071701700017077126110071701717072610000171717171717170000000727710010717170710000717271710717001700710000000107017170000017000000071070115110170017000016171601100000000710000017007107261000017170000007107621170017017711706110600011001700017000000177171076111161000000711700000017716070011100015127007101701070000771010170017017000171616721000710710717017000007170061007170017017170017107116100016107171071000700170012061600107171717100201616007107100710710262001600700001700710717171710161111707611617171701717000011176116107017001717120170600717107171011617160010717171717170001011717771071711671000010111617071617107171710717110017611771177171071717107171700117100771710700001716271001106170717171071717107171177171700170171700001710111606107017017017000001701700170001700171271610771701772701627001700170011601160000000071711027000770710000000170001717000000170001611700017000000170000001700000000000017000170001700000170000000000711700001700072610001626270007100007010071071071710071070277017107001001717107107116100000071016171177100710710161710710071710717171071710717171071007017171610077171701601060107171717171717171717107171007171007100710007100000000000000011711701717017000000710007001070107177101701772626262700072610007100710000710071071007100007
Teste05,16,4024,10000000000071000072707107107017000170171717107107276110710710710007270071000072772700106271707100161007107171710000071071016261001771000001701070010772617171700170000071170171717000000710710711601070000000162700007171717100717100071710717170170171061171070017001071717107170171007017171717000171071070170107107017107107000107001070017170107001717017001700170001717017001700017000170017170001701700170170017017107001070107017000170017170171701700170170107010700107100071007100071007100710717100710007100000007100000000170710010627100710717107107107107100000071017000000017007100170000017001700170017000170170017017017017170025110701717017171700251260171701717107171717107171711512610717107017071710627070107170710071700006177110017170170171717171717170107010701717171701717171717001717170170107001717017170017001717001717001700017001700001700017000016117000000001611700017017171717170017001717171071007261000007100000000000017000001700001071610017017161001717000170017727000017170017016270017000107017001717016271700017162070171627017017727107001627001701700017017000170170017000170000170001627000001627000170000016270000016270000017000001701700170001700001700001700001700001700000016117016262772717000177101717711700161000000000007171071717107100717107100071717170017071717170000717170017010717107100001007117171007007710710071001700001717171700071717001717010070171716171001710000717100710710710000170171700171007107171070001617170001717100170071717171771000171717017100000710070171071771017100000177100000710710701701617100010716117000071071071701701700001700017011010000001700007171070000071717010000161000710071000710070071717000001627071000000000071071000710007100717107107171726171717101001170000000010701627007100007170717000170000110000000000007117000710000000000071000000070000007170016270017170010701710711071007017017071717000727710710701700171710000072771000000001772627000000000007017017071071010000727000111617017161071071700000017000000017711071160116017000072711717171710070000006010071071007107
